DATA,RESOLUÇÃO,CTT,,DEMANDA,ESCRITÓRIO,ATIVO/RECEPTIVO,DIRETOR,BANCO,COD,  RESPONSAVEL,SITUAÇÃO,0,,,,,,,,,
06/01/2025,21/01/2025,151678,1,"R$ 3.000,00",AF JURIDICO,RECEPTIVO,LEANDRO,PANAMERICANO,516,VITORIA,PENDENTE,,,,,,,,,,
06/01/2025,21/01/2025,24960,1,VALORES,AUDITORIA,RECEPTIVO,ADRIANO,BRADESCO,BANCO,GREICY,PENDENTE,,,,,,,,,,
06/01/2025,21/01/2025,222793,1,"R$ 13.000,00",LEIDE BRASILIA,RECEPTIVO,LEANDRO,SANTANDER,337,JULIANA,PENDENTE,,,,,,,,,,
06/01/2025,21/01/2025,228901,5,"R$ 5.000,00",LEIDE BRASILIA,RECEPTIVO,ADRIANO,BRADESCO,BANCO,ALINE SALVADOR,PENDENTE,,,,,,,,,,
06/01/2025,21/01/2025,134460,1,VALORES,AUDITORIA,RECEPTIVO,ADRIANO,BV FINANCEIRA,BANCO,IZABEL,PENDENTE,,,,,,,,,,
06/01/2025,21/01/2025,182946,1,"R$ 6.000,00",MONITORAMENTO,RECEPTIVO,LEANDRO,VOLKSWAGEN,BANCO,JULIA,PENDENTE,,,,,,,,,,
06/01/2025,21/01/2025,208894,1,"R$ 10.500,00",TICKET,RECEPTIVO,LEANDRO,VOLKSWAGEN,602,FABIANA,PENDENTE,,,,,,,,,,
06/01/2025,21/01/2025,121146,2,VALORES,MONITORAMENTO,RECEPTIVO,LEANDRO,BV FINANCEIRA,BANCO,AMANDA SANTANA,PENDENTE,,,,,,,,,,
06/01/2025,21/01/2025,162301,1,VALORES,MONITORAMENTO,RECEPTIVO,LEANDRO,BRADESCO,BANCO,KATIA,PENDENTE,,,,,,,,,,
07/01/2025,21/01/2025,231761,1,VALORES,PATRICIA SÃO JOSE,RECEPTIVO,ADRIANO,BV FINANCEIRA,BANCO,ITAYNNARA,PENDENTE,,,,,,,,,,
07/01/2025,21/01/2025,156880,1,VALORES,AUDITORIA,RECEPTIVO,LEANDRO,BRADESCO,BANCO,EDIANE,PENDENTE,,,,,,,,,,
07/01/2025,21/01/2025,161541,1,VALORES,AUDITORIA,RECEPTIVO,LEANDRO,BV FINANCEIRA,BANCO,MONYZA,PENDENTE,,,,,,,,,,
07/01/2025,21/01/2025,237947,1,valores,REVERSÃO,RECEPTIVO,FECHADO,BRADESCO,BANCO,VICTOR ADRIANO,PENDENTE,,,,,,,,,,
07/01/2025,21/01/2025,233319,1,VALORES,ELLANY ANAPOLIS,RECEPTIVO,LEANDRO,PANAMERICANO,505,VITORIA,PENDENTE,,,,,,,,,,
07/01/2025,21/01/2025,232429,2,"R$ 10.000,00",KATLEM LUANA BRASILIA,RECEPTIVO,LEANDRO,GMAC,BANCO,GREICY,PENDENTE,,,,,,,,,,
07/01/2025,21/01/2025,233165,1,"R$ 8.000,00",VANESSA PASSO FUNDO,RECEPTIVO,ADRIANO,BRADESCO,BANCO,JULIANA,PENDENTE,,,,,,,,,,
07/01/2025,21/01/2025,226770,1,valores,JANNE TERESINA,RECEPTIVO,LEANDRO,BV FINANCEIRA,BANCO,ALINE SALVADOR,PENDENTE,,,,,,,,,,
07/01/2025,21/01/2025,173406,1,VERIFICAR SE QUITOU,AUDITORIA,RECEPTIVO,LEANDRO,BRADESCO,BANCO,IZABEL,PENDENTE,,,,,,,,,,
07/01/2025,21/01/2025,216947,1,valores,TICKET,RECEPTIVO,LEANDRO,BV FINANCEIRA,BANCO,MARIA BRUNA,PENDENTE,,,,,,,,,,
07/01/2025,21/01/2025,212282,1,valores,TICKET,RECEPTIVO,ADRIANO,BV FINANCEIRA,139,FABIANA,RESOLVIDO,SEM DESCONTO,,,,,,,,,
07/01/2025,21/01/2025,123674,1,"5.000,00",TICKET,RECEPTIVO,LEANDRO,SAFRA,BANCO,AMANDA SANTANA,PENDENTE,,,,,,,,,,
07/01/2025,21/01/2025,225822,1,valores,TICKET,RECEPTIVO,LEANDRO,TOYOTA,807,KATIA,PENDENTE,,,,,,,,,,
08/01/2025,21/01/2025,225092,1,"R$ 5.500,00",ROSEMARI NOVO HAMBURGO,RECEPTIVO,ADRIANO,BV FINANCEIRA,101,ITAYNNARA,RESOLVIDO,SEM DESCONTO,,,,,,,,,
08/01/2025,21/01/2025,174496,4,valores,BRUNA NOVO HAMBURGO,RECEPTIVO,ADRIANO,BRADESCO,203.5,EDIANE,RESOLVIDO,,,,,,,,,,
08/01/2025,21/01/2025,227187,1,"R$ 8.000,00",BRUNA NOVO HAMBURGO,RECEPTIVO,ADRIANO,BRADESCO,BANCO,MONYZA,PENDENTE,,,,,,,,,,
08/01/2025,21/01/2025,227083,1,VALORES,FINANCEIRO,,FECHADO,PANAMERICANO,BANCO,VICTOR ADRIANO,PENDENTE,,,,,,,,,,
08/01/2025,21/01/2025,233291,1,"R$ 3.400,00",IRACEMA CUIABÁ LESTE,RECEPTIVO,LEANDRO,BV FINANCEIRA,BANCO,VITORIA,PENDENTE,,,,,,,,,,
08/01/2025,21/01/2025,185342,2,valores,TICKET,RECEPTIVO,LEANDRO,BRADESCO,,GREICY,PENDENTE,,,,,,,,,,
08/01/2025,21/01/2025,198083,2,valores,TICKET,RECEPTIVO,ADRIANO,PANAMERICANO,501,JULIANA,PENDENTE,,,,,,,,,,
08/01/2025,21/01/2025,93297,2,VERIFICAR SE QUITOU,MONITORAMENTO,,LEANDRO,SAFRA, 702.1,ALINE SALVADOR,PENDENTE,,,,,,,,,,
08/01/2025,21/01/2025,93297,2,VALORES,MONITORAMENTO,RECEPTIVO,LEANDRO,SAFRA,banco .,IZABEL,PENDENTE,,,,,,,,,,
09/01/2025,21/01/2025,213966,1,80%,FRANKLIN NATAL,RECEPTIVO,ADRIANO,BV FINANCEIRA,,MARIA BRUNA,RESOLVIDO,SEM DESCONTO,,,,,,,,,
09/01/2025,21/01/2025,231392,1,VALORES,BRUNA NOVO HAMBURGO,RECEPTIVO,ADRIANO,PANAMERICANO,502.2,FABIANA,RESOLVIDO,SEM DESCONTO,,,,,,,,,
09/01/2025,21/01/2025,212449,1,VALORES,STELIO APG,RECEPTIVO,LEANDRO,ITAÚ,LIMITE,AMANDA SANTANA,PENDENTE,,,,,,,,,,
09/01/2025,21/01/2025,219352,1,"R$ 16.000,00",MONITORAMENTO,RECEPTIVO,LEANDRO,BRADESCO,banco,KATIA,PENDENTE,,,,,,,,,,
09/01/2025,21/01/2025,209315,2,"R$ 2.000,00",MARCELO NOVO HAMBURGO,RECEPTIVO,LEANDRO,BRADESCO,BANCO,ITAYNNARA,PENDENTE,,,,,,,,,,
09/01/2025,21/01/2025,232012,1,"R$ 10.000,00",BRUNA NOVO HAMBURGO,RECEPTIVO,ADRIANO,BV FINANCEIRA,BANCO,EDIANE,RESOLVIDO,SEM DESCONTO,,,,,,,,,
09/01/2025,21/01/2025,230317,3,"valores 15.000,00",MONITORAMENTO,RECEPTIVO,REVERSÃO,BRADESCO,210.5,MONYZA,PENDENTE,,,,,,,,,,
09/01/2025,21/01/2025,34336,1,VALORES,MONITORAMENTO,RECEPTIVO,ANTUNES,VOLKSWAGEN,608.1,VICTOR ADRIANO,RESOLVIDO,SEM DESCONTO,,,,,,,,,
09/01/2025,21/01/2025,205592,2,VALORES,MONITORAMENTO,RECEPTIVO,LEANDRO,ITAÚ,BANCO,VITORIA,PENDENTE,,,,,,,,,,
09/01/2025,21/01/2025,204227,1,VALORES,MONITORAMENTO,RECEPTIVO,LEANDRO,PANAMERICANO,501,GREICY,PENDENTE,,,,,,,,,,
09/01/2025,21/01/2025,176313,1,VALORES,MONITORAMENTO,,LEANDRO,SANTANDER,367,JULIANA,PENDENTE,,,,,,,,,,
09/01/2025,21/01/2025,185966,2,VALORES,MONITORAMENTO,RECEPTIVO,LEANDRO,BRADESCO,Empréstimo,ALINE SALVADOR,PENDENTE,,,,,,,,,,
09/01/2025,21/01/2025,113684,1,VALORES - emprestimo ,MONITORAMENTO,RECEPTIVO,LEANDRO,BRADESCO,237 ,IZABEL,PENDENTE,,,,,,,,,,
09/01/2025,21/01/2025,230635,1,VALORES,MONITORAMENTO,RECEPTIVO,LEANDRO,BRADESCO,emprestimo,MARIA BRUNA,RESOLVIDO,AGÊNCIA,,,,,,,,,
09/01/2025,21/01/2025,178936,2,VALORES,MONITORAMENTO,RECEPTIVO,LEANDRO,BRADESCO,238,FABIANA,PENDENTE,,,,,,,,,,
09/01/2025,21/01/2025,158290,1,VALORES,MONITORAMENTO,RECEPTIVO,LEANDRO,BRADESCO,276.1,AMANDA SANTANA,PENDENTE,,,,,,,,,,
09/01/2025,21/01/2025,228967,2,"R$ 2.594,60",KATLEM LUANA BRASILIA,RECEPTIVO,LEANDRO,OMNI,BANCO,KATIA,PENDENTE,,,,,,,,,,
10/01/2025,21/01/2025,223712,1,VALOES,AF JURIDICO,RECEPTIVO,LEANDRO,BV FINANCEIRA,105,ITAYNNARA,PENDENTE,,,,,,,,,,
10/01/2025,21/01/2025,176978,1,VALORES,AVULSO,RECEPTIVO,LEANDRO,SAFRA,702,EDIANE,RESOLVIDO,SEM DESCONTO,,,,,,,,,
10/01/2025,21/01/2025,228728,1,VALORES,ANGELICA ITAJAI,RECEPTIVO,ADRIANO,BV FINANCEIRA,BANCO,VICTOR ADRIANO,PENDENTE,,,,,,,,,,
10/01/2025,21/01/2025,181954,1,VALORES,AYAMI BELÉM,RECEPTIVO,LEANDRO,PANAMERICANO,515.1,VITORIA,PENDENTE,,,,,,,,,,
10/01/2025,21/01/2025,201053,1,VALORES,JANNE TERESINA,RECEPTIVO,LEANDRO,BV FINANCEIRA,BANCO,GREICY,PENDENTE,,,,,,,,,,
10/01/2025,21/01/2025,210981,2,"R$ 10.000,00",MARCELO NOVO HAMBURGO,RECEPTIVO,ADRIANO,BV FINANCEIRA,BANCO,JULIANA,PENDENTE,,,,,,,,,,
10/01/2025,21/01/2025,192787,1,valores,TICKET,RECEPTIVO,LEANDRO,PANAMERICANO,BANCO,ALINE SALVADOR,PENDENTE,,,,,,,,,,
13/01/2025,21/01/2025,188832,1,"R$ 20.000,00",BRUNA NOVO HAMBURGO,RECEPTIVO,ADRIANO,BRADESCO,283,IZABEL,PENDENTE,,,,,,,,,,
13/01/2025,21/01/2025,212436,1,VALORES,ALINE GOIANIA,RECEPTIVO,LEANDRO,PANAMERICANO,,MARIA BRUNA,RESOLVIDO,APROVADO,ligar mais tarde,,,,,,,,
13/01/2025,21/01/2025,212551,1,"R$ 4.000,00",AUDITORIA,RECEPTIVO,LEANDRO,BRADESCO,208.1,FABIANA,PENDENTE,,,,,,,,,,
13/01/2025,21/01/2025,208034,1,VALORES,MARCELO NOVO HAMBURGO,RECEPTIVO,ADRIANO,BV FINANCEIRA,102,KATIA,PENDENTE,,,,,,,,,,
13/01/2025,21/01/2025,220804,1,VALORES,ANDERSON VITORIA,RECEPTIVO,LEANDRO,BV FINANCEIRA,BANCO,ITAYNNARA,PENDENTE,,,,,,,,,,
13/01/2025,21/01/2025,208738,1,"R$ 6.000,00",BRUNA NOVO HAMBURGO,RECEPTIVO,ADRIANO,RCI,101.1,EDIANE,RESOLVIDO,SEM DESCONTO,,,,,,,,,
13/01/2025,21/01/2025,212050,2,"5.000,00",TICKET,RECEPTIVO,ADRIANO,SANTANDER,308.1,MONYZA,RESOLVIDO,APROVADO,,,,,,,,,
13/01/2025,21/01/2025,229723,1,VALORES,SAMUEL TERESINA,ATIVO,LEANDRO,ITAÚ,BANCO,VICTOR ADRIANO,PENDENTE,,,,,,,,,,
13/01/2025,21/01/2025,175305,1,VALORES,MONITORAMENTO,RECEPTIVO,LEANDRO,BRADESCO,208,VITORIA,PENDENTE,,,,,,,,,,
13/01/2025,21/01/2025,222909,2,VALORES,MONITORAMENTO,RECEPTIVO,LEANDRO,SANTANDER,310,GREICY,PENDENTE,,,,,,,,,,
13/01/2025,21/01/2025,192487,2,VALORES,ANDERSON VITORIA,RECEPTIVO,LEANDRO,BRADESCO,213.2,JULIANA,PENDENTE,,,,,,,,,,
13/01/2025,21/01/2025,214155,1,VERIFICAR SE TEVE QUEBRA DE ACORDO,OUVIDORIA,RECEPTIVO,LEANDRO,BV FINANCEIRA,BANCO,ALINE SALVADOR,PENDENTE,,,,,,,,,,
13/01/2025,21/01/2025,93192,1,VALORES,MONITORAMENTO,RECEPTIVO,LEANDRO,OMNI,BANCO,IZABEL,RESOLVIDO,APROVADO,,,,,,,,,
13/01/2025,21/01/2025,166347,1,VALORES,MONITORAMENTO,RECEPTIVO,LEANDRO,BRADESCO,209,MARIA BRUNA,ANÁLISE,LEVANTAMENTO DE VALORES,,,,,,,,,
14/01/2025,21/01/2025,224005,1,"R$ 10.800,00",MARCOS BRASILIA,RECEPTIVO,LEANDRO,C6 BANK,,FABIANA,PENDENTE,,,,,,,,,,
14/01/2025,21/01/2025,190202,1,valores,PATRICIA SÃO JOSE,RECEPTIVO,ADRIANO,BRADESCO,218,AMANDA SANTANA,RESOLVIDO,SEM DESCONTO,,,,,,,,,
14/01/2025,21/01/2025,218478,1,VALORES,TICKET,RECEPTIVO,FECHADO,PANAMERICANO,524,KATIA,PENDENTE,,,,,,,,,,
14/01/2025,21/01/2025,179824,1,VALORES,JOICE APG,RECEPTIVO,FECHADO,ITAÚ,BANCO,ITAYNNARA,PENDENTE,,,,,,,,,,
14/01/2025,21/01/2025,212575,1,VALORES,REVERSÃO,RECEPTIVO,REVERSÃO,RENNER,BANCO,EDIANE,PENDENTE,,,,,,,,,,
14/01/2025,21/01/2025,207165,1,"R$ 51.000,00",AUDITORIA,RECEPTIVO,LEANDRO,BRADESCO,EMPRÉSTIMO,MONYZA,PENDENTE,,,,,,,,,,
14/01/2025,21/01/2025,232147,1,VALORES,"DIRCELAYNE VALE DO AÇO, MG",RECEPTIVO,LEANDRO,OMNI,BANCO,VICTOR ADRIANO,PENDENTE,,,,,,,,,,
14/01/2025,21/01/2025,228374,1,VALORES,PATRICIA SÃO JOSE,RECEPTIVO,ADRIANO,BV FINANCEIRA,BANCO,GREICY,PENDENTE,,,,,,,,,,
14/01/2025,21/01/2025,222841,1,"R$ 17.000,00",MARCELO NOVO HAMBURGO,RECEPTIVO,LEANDRO,GMAC,BANCO,JULIANA,PENDENTE,,,,,,,,,,
14/01/2025,21/01/2025,185479,3,valores,TICKET,RECEPTIVO,ADRIANO,BV FINANCEIRA,BANCO,ALINE SALVADOR,PENDENTE,,,,,,,,,,
14/01/2025,21/01/2025,213983,1,valores,TICKET,RECEPTIVO,ADRIANO,PANAMERICANO,BANCO,IZABEL,PENDENTE,,,,,,,,,,
14/01/2025,21/01/2025,216455,1,valores,TICKET,RECEPTIVO,LEANDRO,PANAMERICANO,524,MARIA BRUNA,RESOLVIDO,APROVADO,,,,,,,,,
14/01/2025,21/01/2025,191932,3,valores,TICKET,RECEPTIVO,LEANDRO,BV FINANCEIRA,BANCO,FABIANA,PENDENTE,,,,,,,,,,
14/01/2025,21/01/2025,231565,1,VALORES,MONITORAMENTO,RECEPTIVO,LEANDRO,SANTANDER,310,AMANDA SANTANA,PENDENTE,,,,,,,,,,
15/01/2025,21/01/2025,213483 ,1,VALORES,KATLEM LUANA BRASILIA,RECEPTIVO,LEANDRO,PANAMERICANO,514,KATIA,RESOLVIDO,APROVADO,,,,,,,,,
15/01/2025,21/01/2025,232429 ,2,"R$ 10.535,00",KATLEM LUANA BRASILIA,RECEPTIVO,LEANDRO,GMAC,BANCO,ITAYNNARA,PENDENTE,,,,,,,,,,
15/01/2025,21/01/2025,236619 ,2, 8 mil,KATLEM LUANA BRASILIA,RECEPTIVO,LEANDRO,RCI,BANCO,EDIANE,RESOLVIDO,SEM DESCONTO,,,,,,,,,
15/01/2025,21/01/2025,228967 ,2,"R$ 2.600,00",KATLEM LUANA BRASILIA,RECEPTIVO,LEANDRO,OMNI,AGENTE,MONYZA,RESOLVIDO,SEM DESCONTO,,,,,,,,,
15/01/2025,21/01/2025,220507,1,"R$ 6.000,00 a R$ 6.500,00",RECEPTIVO,RECEPTIVO,LEANDRO,BRADESCO, 213.2,VICTOR ADRIANO,PENDENTE,,,,,,,,,,
15/01/2025,21/01/2025,215690 ,2,"R$ 8.200,00",FABRICIO CUIABA,RECEPTIVO,LEANDRO,BRADESCO,218,VITORIA,PENDENTE,,,,,,,,,,
15/01/2025,21/01/2025,212507,1,"R$5.000,00",FABIO NOVO HAMBURGO ,RECEPTIVO,ADRIANO,BV FINANCEIRA,105,GREICY,PENDENTE,,,,,,,,,,
15/01/2025,21/01/2025,229432,1,"R$ 15.000,00",EDLEX JOINVILLE,RECEPTIVO,ADRIANO,SANTANDER,308.1,JULIANA,PENDENTE,,,,,,,,,,
15/01/2025,21/01/2025,180952,1,"R$ 21.000,00",NAZARENO CUAIBA,RECEPTIVO,LEANDRO,VOLKSWAGEN,602,ALINE SALVADOR,PENDENTE,,,,,,,,,,
15/01/2025,21/01/2025,186473 ,1,"R$ 20.000,00",SAMUEL TERESINA,RECEPTIVO,LEANDRO,BRADESCO,215.1,IZABEL,PENDENTE,,,,,,,,,,
15/01/2025,21/01/2025,234896 ,2,VALORES,SAMUEL TERESINA,RECEPTIVO,LEANDRO,OMNI,,JULIA,PENDENTE,,,,,,,,,,
15/01/2025,21/01/2025,229457 ,1,"R$ 10.000,00",MARCELO NOVO HAMBURGO,RECEPTIVO,ADRIANO,BV FINANCEIRA,BANCO,FABIANA,PENDENTE,,,,,,,,,,
15/01/2025,21/01/2025,225616,1,valores,SAMUEL TERESINA,RECEPTIVO,LEANDRO,BV FINANCEIRA,BANCO,AMANDA SANTANA,PENDENTE,,,,,,,,,,
15/01/2025,21/01/2025,190983,1,valores,SAMUEL TERESINA,RECEPTIVO,LEANDRO,VOLKSWAGEN,banco,KATIA,PENDENTE,,,,,,,,,,
15/1/2025,21/01/2025,206700,2,valores,TICKET,RECEPTIVO,LEANDRO,PANAMERICANO,BANCO,ITAYNNARA,PENDENTE,,,,,,,,,,
15/1/2025,21/01/2025,222660,1,valores,TICKET,RECEPTIVO,LEANDRO,BRADESCO,206.8,EDIANE,PENDENTE,,,,,,,,,,
15/1/2025,21/01/2025,223650,1,VALORES,TICKET,RECEPTIVO,ADRIANO,BRADESCO,banco,MONYZA,PENDENTE,,,,,,,,,,
15/1/2025,21/01/2025,226500,1,VALORES,TICKET,RECEPTIVO,LEANDRO,SANTANDER,313.1,VICTOR ADRIANO,PENDENTE,,,,,,,,,,
15/1/2025,21/01/2025,196992,2,"R$ 6.000,00",TICKET,RECEPTIVO,ADRIANO,ITAÚ,CARTÃO,VITORIA,PENDENTE,,,,,,,,,,
15/1/2025,21/01/2025,200839,1,"R$ 20.000,00",AUDITORIA ,RECEPTIVO,,BRADESCO,346,GREICY,ANÁLISE,AGUARDANDO A ANÁLISE,,,,,,,,,
16/01/2025,21/01/2025,166675,2,VALORES,AUDITORIA ,RECEPTIVO,LEANDRO,ITAÚ,401,JULIANA,PENDENTE,,,,,,,,,,
16/01/2025,21/01/2025,169206 ,1,"R$ 20.000,00",MARCELO NOVO HAMBURGO,RECEPTIVO,ADRIANO,SANTANDER,337,ALINE SALVADOR,PENDENTE,,,,,,,,,,
16/01/2025,21/01/2025,180377 ,1,valores/refinancimento,REVERSÃO ,RECEPTIVO,REVERSÃO,RENNER,4012,IZABEL,PENDENTE,,,,,,,,,,
16/01/2025,21/01/2025,214747 ,1,VALORES,PATRICIA SÃO JOSE ,RECEPTIVO,ADRIANO,PANAMERICANO,BANCO,MARIA BRUNA,RESOLVIDO,APROVADO,,,,,,,,,
16/01/2025,21/01/2025,193272,2,valores,AF JURIDICO,RECEPTIVO,ADRIANO,SANTANDER, 310,FABIANA,PENDENTE,,,,,,,,,,
16/01/2025,21/01/2025,235028,1,valores,MONITORAMENTO,RECEPTIVO,LEANDRO,PANAMERICANO,BANCO,AMANDA SANTANA,PENDENTE,,,,,,,,,,
16/01/2025,21/01/2025,162287,1,valores,MONITORAMENTO,RECEPTIVO,LEANDRO,BV FINANCEIRA,105,KATIA,PENDENTE,,,,,,,,,,
16/01/2025,21/01/2025,186223 ,1,valores,SAMUEL TERESINA,RECEPTIVO,,VOLKSWAGEN,623,ITAYNNARA,PENDENTE,,,,,,,,,,
16/01/2025,21/01/2025,235784,2,verificar fez acordo,FINANCEIRO,RECEPTIVO,LEANDRO,SANTANDER,BANCO,EDIANE,RESOLVIDO,REFINANCIAMENTO,,,,,,,,,
16/01/2025,21/01/2025,203670,2,valores,MONITORAMENTO,RECEPTIVO,LEANDRO,BRADESCO,346,MONYZA,PENDENTE,,,,,,,,,,
16/01/2025,21/01/2025,228901,5,valores,MONITORAMENTO,RECEPTIVO,LEANDRO,BRADESCO,BANCO,VICTOR ADRIANO,RESOLVIDO,APROVADO,*NEGOCIADO POR IZABEL,,,,,,,,
16/01/2025,21/01/2025,226091,1,valores,TICKET,RECEPTIVO,ADRIANO,BRADESCO,11 98641-6244,VITORIA,PENDENTE,,,,,,,,,,
16/01/2025,21/01/2025,198409,1,valores,TICKET,RECEPTIVO,LEANDRO,BV FINANCEIRA,BANCO,GREICY,PENDENTE,,,,,,,,,,
16/01/2025,21/01/2025,211071,1,valores,TICKET,RECEPTIVO,LEANDRO,BRADESCO,,JULIANA,PENDENTE,,,,,,,,,,
16/01/2025,21/01/2025,228759,2,valores,TICKET,RECEPTIVO,ADRIANO,BRADESCO,BANCO,ALINE SALVADOR,PENDENTE,,,,,,,,,,
16/01/2025,21/01/2025,228901,5,valores,TICKET,RECEPTIVO,LEANDRO,BRADESCO,,IZABEL,ANÁLISE,AGUARDANDO MINUTA E BOLETO,,,,,,,,,
17/01/2025,21/01/2025,202131 ,1,"R$ 4.500,00",VANESSA PASSO FUNDO,RECEPTIVO,ADRIANO,BV FINANCEIRA,139,JULIA,RESOLVIDO,SEM DESCONTO,,,,,,,,,
17/01/2025,21/01/2025,142895,1,"8.000,00/ REFINANCIMENTO",AVULSO,RECEPTIVO,LEANDRO,BRADESCO,208,FABIANA,PENDENTE,,,,,,,,,,
17/01/2025,21/01/2025,213661 ,1,"R$ 5.000,00",VANESSA PASSO FUNDO,RECEPTIVO,,BV FINANCEIRA,BANCO,AMANDA SANTANA,PENDENTE,,,,,,,,,,
17/01/2025,21/01/2025,221247,1,"R$ 18.000,00",AUDITORIA ,RECEPTIVO,LEANDRO,SANTANDER,314.1,KATIA,PENDENTE,,,,,,,,,,
17/01/2025,21/01/2025,217449,5,"R$ 5.526,00",,RECEPTIVO,,BRADESCO,BANCO,ITAYNNARA,PENDENTE,,,,,,,,,,
17/01/2025,21/01/2025,239071 ,1,VALORES,NEL BELÉM,RECEPTIVO,LEANDRO,BRADESCO,BANCO,EDIANE,PENDENTE,,,,,,,,,,
17/01/2025,21/01/2025,188062,1,VALORES,MONITORAMENTO,RECEPTIVO,,BRADESCO,213.2,MONYZA,PENDENTE,,,,,,,,,,
17/01/2025,21/01/2025,239040,1,valores,MONITORAMENTO,RECEPTIVO,FECHADO,SANTANDER,,VICTOR ADRIANO,PENDENTE,,,,,,,,,,
17/01/2025,21/01/2025, 210505,1,50% á 80%,TAMARA POA ,RECEPTIVO,JULIO,ITAÚ,,VITORIA,PENDENTE,,,,,,,,,,
17/01/2025,21/01/2025,201267 ,1,"R$ 6.000,00",VANESSA PASSO FUNDO,RECEPTIVO,ADRIANO,BRADESCO,203,GREICY,ANÁLISE,AGUARDANDO RETORNO DO BANCO,,,,,,,,,
17/01/2025,21/01/2025,217851,1,"R$ 8.000,00",MARCELO NOVO HAMBURGO,RECEPTIVO,ADRIANO,PANAMERICANO,512,JULIANA,PENDENTE,,,,,,,,,,
17/01/2025,21/01/2025,131760 ,2,"R$ 1.500,00",FABRICIO CUIABA,RECEPTIVO,LEANDRO,VOLKSWAGEN,BANCO,ALINE SALVADOR,PENDENTE,,,,,,,,,,
17/01/2025,21/01/2025,213674,1,"12.000,00",TICKET,RECEPTIVO,ADRIANO,BV FINANCEIRA,104,IZABEL,PENDENTE,,,,,,,,,,
17/01/2025,21/01/2025,188285,1,valores,TICKET,RECEPTIVO,ADRIANO,PANAMERICANO,banco ,MARIA BRUNA,RESOLVIDO,SEM DESCONTO,,,,,,,,,
17/01/2025,21/01/2025,141855,1,valore,TICKET,RECEPTIVO,ADRIANO,PANAMERICANO,505,FABIANA,RESOLVIDO,SEM DESCONTO,,,,,,,,,
17/01/2025,21/01/2025,161521,1,valore,TICKET,RECEPTIVO,LEANDRO,SAFRA,704.1,AMANDA SANTANA,PENDENTE,,,,,,,,,,
17/01/2025,21/01/2025,205195,1,valores,TICKET,RECEPTIVO,LEANDRO,SANTANDER,,KATIA,PENDENTE,,,,,,,,,,
17/01/2025,21/01/2025,150604,1,"R$ 7.000,00",TAMARA POA ,ATIVO,ADRIANO,RENNER,4019,ITAYNNARA,PENDENTE,,,,,,,,,,
17/01/2025,21/01/2025,213145,3,VALORES,MONITORAMENTO,RECEPTIVO,LEANDRO,VOLKSWAGEN,601.2,EDIANE,RESOLVIDO,SEM DESCONTO,,,,,,,,,
17/01/2025,21/01/2025,221423 ,2,"R$ 7.500,00",MARCELO NOVO HAMBURGO,ATIVO,ADRIANO,SANTANDER,310.3,MONYZA,RESOLVIDO,SEM DESCONTO,,,,,,,,,
17/01/2025,21/01/2025,236197 ,2,VALORES,OUVIDORIA,RECEPTIVO,LEANDRO,BRADESCO,208.5,VICTOR ADRIANO,RESOLVIDO,SEM DESCONTO,,,,,,,,,
17/01/2025,21/01/2025,217008,2,"R$ 18.000,00",AUDITORIA ,RECEPTIVO,ADRIANO,ITAÚ,402,VITORIA,PENDENTE,,,,,,,,,,
18/01/2025,21/01/2025,212489,2,"R$ 10.000,00",AUDITORIA ,RECEPTIVO,FECHADO,PANAMERICANO,516,GREICY,PENDENTE,,,,,,,,,,
18/01/2025,21/01/2025,229783,1,verificar se foi quitado.,,RECEPTIVO,FECHADO,BRADESCO,BANCO,JULIANA,PENDENTE,,,,,,,,,,
18/01/2025,21/01/2025,114291 ,1,VALORES,AUDITORIA ,RECEPTIVO,LEANDRO,PANAMERICANO,516,ALINE SALVADOR,PENDENTE,,,,,,,,,,
17/01/2025,21/01/2025,222974,1,"R$ 4.000,00",TICKET,RECEPTIVO,LEANDRO,ITAÚ,402,IZABEL,PENDENTE,,,,,,,,,,
18/01/2025,21/01/2025,209545,1,VALORES,MONITORAMENTO,RECEPTIVO,LEANDRO,ITAÚ,,MARIA BRUNA,RESOLVIDO,APROVADO,,,,,,,,,
18/01/2025,21/01/2025,178311,2,"R$ 8.000,00",MONITORAMENTO,RECEPTIVO,LEANDRO,OMNI,FICHA,FABIANA,RESOLVIDO,AGUARDANDO A ANÁLISE,,,,,,,,,
18/01/2025,21/01/2025,217535,1,"R$ 11.000,00",MONITORAMENTO,RECEPTIVO,LEANDRO,SANTANDER,316.5,AMANDA SANTANA,RESOLVIDO,SEM DESCONTO,,,,,,,,,
18/01/2025,21/01/2025,222996,1,VALORES,MONITORAMENTO,RECEPTIVO,,SANTANDER,308.1,KATIA,PENDENTE,,,,,,,,,,
18/01/2025,21/01/2025,29927,1,VALORES,MONITORAMENTO,RECEPTIVO,FECHADO,SAFRA,708.5,ITAYNNARA,PENDENTE,,,,,,,,,,
18/01/2025,21/01/2025,159998,1,VALORES,MONITORAMENTO,RECEPTIVO,LEANDRO,SANTANDER, banco ,EDIANE,PENDENTE,,,,,,,,,,
20/01/2025,21/01/2025,217635,2,"4.000,00",TICKET,RECEPTIVO,LEANDRO,BV FINANCEIRA,,MONYZA,PENDENTE,,,,,,,,,,
